SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
1270,5,3,1988,243722.98924845085,True,False,False,36,6350,12.403791672390508
2797,2,3,1981,219873.03515962773,False,False,True,43,5594,12.300810093898919
1512,2,2,1982,142370.47356888888,False,False,True,42,3024,11.866194931830893
2043,2,1,1992,162686.90090015624,False,True,False,32,4086,11.999588925968421
2512,2,1,1959,263925.07502460264,False,True,False,65,5024,12.483424324069654
2955,3,2,1961,331271.298533307,True,False,False,63,8865,12.710695970343892
1129,4,3,2021,220754.31094042,False,True,False,3,4516,12.304810176797051
1837,3,2,1982,280327.4322133747,False,True,False,42,5511,12.543717166947609
1769,2,2,1987,121177.91017617,False,True,False,37,3538,11.705023329028682
2666,2,1,1983,264079.63455392927,True,False,False,41,5332,12.48400976940941
2030,3,2,1999,296640.563876766,True,False,False,25,6090,12.600279833314332
1851,3,2,1992,212541.72271944303,True,False,False,32,5553,12.266898295230646
2776,4,1,2005,212494.4027647255,False,True,False,19,11104,12.266675633064239
2727,4,1,2011,380395.9158913442,False,True,False,13,10908,12.84897050207935
1936,5,1,1961,233542.62438349047,True,False,False,63,9680,12.361124166835696
2333,4,1,2013,225839.30290019413,False,False,True,11,9332,12.32758340414235
2832,4,3,2009,344370.2997085372,True,False,False,15,11328,12.749475713883601
2650,2,3,1997,278150.58336813614,True,False,False,27,5300,12.53592150798458
1900,2,2,1996,177351.6863518173,True,False,False,28,3800,12.085895607263918
1472,5,1,1967,130424.90593431424,True,False,False,57,7360,11.77856057388383
2125,5,1,1955,244155.24002556023,True,False,False,69,10625,12.405563627326464
1337,4,1,1954,109628.41342327947,True,False,False,70,5348,11.604860988141452
1318,4,3,1984,166868.96000592873,True,False,False,40,5272,12.024970105468892
2536,5,2,1969,204803.98973555324,False,True,False,55,12680,12.229813535793825
2048,5,2,2001,163138.11378919324,True,False,False,23,10240,12.002358574629405
1720,2,2,1997,242245.38685607712,True,False,False,27,3440,12.397710614702989
2453,5,1,1973,218104.1040812833,True,False,False,51,12265,12.2927323543977
1142,2,3,2020,170987.33572175028,False,False,True,4,2284,12.049350621004734
2732,2,1,1963,266155.9793011209,False,True,False,61,5464,12.491841561443708
1656,5,1,2017,267976.3552896981,False,False,True,7,8280,12.49865776073538
2172,5,3,1966,293860.9761986552,True,False,False,58,10860,12.590865467373822
2716,4,2,1962,254559.7492351913,True,False,False,62,10864,12.447294786823063
2078,4,3,1975,258077.3552390737,False,True,False,49,8312,12.461018520272523
1470,2,1,1959,151408.16575266258,True,False,False,65,2940,11.92774115813097
1362,2,1,1969,155389.06219170897,False,True,False,55,2724,11.953693765010502
1649,5,3,1963,196913.4308574997,False,False,True,61,8245,12.190524552228561
1208,3,3,2002,229179.8288603944,False,False,True,22,3624,12.342266616608834
2208,3,3,1965,215360.1215823193,False,False,True,59,6624,12.280071533366614
2088,5,2,2010,259098.63062569988,False,False,True,14,10440,12.464967940944012
1548,2,2,1989,145820.7787085458,True,False,False,35,3096,11.89014046125987
2135,2,3,2005,237043.9954181896,False,True,False,19,4270,12.37600525618245
1262,3,3,1969,195853.6100069775,False,True,False,55,3786,12.18512787727484
2099,4,1,1982,205188.06915532975,False,False,True,42,8396,12.231687121636357
2319,2,3,1965,280183.66129033884,False,True,False,59,4638,12.543204169382145
2201,5,2,2000,261112.42778474287,False,False,True,24,11005,12.472710181111864
1765,2,3,1986,200603.2858550877,False,True,False,38,3530,12.209089519461639
1000,2,3,1960,137635.36442966445,False,True,False,64,2000,11.832370445944905
1147,4,3,2009,218397.294658857,False,False,True,15,4588,12.294075714483835
1875,3,1,2010,124811.3062778624,True,False,False,14,5625,11.734566338051708
2694,4,2,1989,374774.2243749764,False,True,False,35,10776,12.834081723572822
2859,5,3,2009,391055.3069372102,True,False,False,15,14295,12.876606836111463
1985,5,1,1991,198183.5403681533,False,False,True,33,9925,12.196953897675174
2803,4,3,1953,274379.33855570306,True,False,False,71,11212,12.522270519772912
2685,5,2,1990,346718.41907765245,True,False,False,34,13425,12.756271141289007
2152,5,1,1971,354830.2490469866,True,False,False,53,10760,12.779397600643424
2661,2,1,2015,277349.7617550324,True,False,False,9,5322,12.53303827202741
1512,5,1,1983,144892.0854147555,False,True,False,41,7560,11.88375140746522
2922,2,2,1998,339125.029499976,False,False,True,26,5844,12.734127085710332
1628,5,3,1997,87720.73508584534,False,True,False,27,8140,11.381924982156605
1971,3,1,1976,204589.99806411823,True,False,False,48,5913,12.228768133800152
2525,4,2,2008,350845.4879997098,True,False,False,16,10100,12.768104050653735
2172,3,1,1971,153545.07132149214,True,False,False,53,6516,11.941755939878949
2292,4,1,1970,322187.0756290901,False,False,True,54,9168,12.682890739819452
2724,2,1,2012,252605.55298760955,False,False,True,12,5448,12.439588430714092
1652,3,2,1950,200034.6104130424,False,True,False,74,4956,12.206250681745997
2128,4,2,1984,253785.62253515,False,False,True,40,8512,12.444249124185921
1465,2,3,2003,121371.70433824754,True,False,False,21,2930,11.706621291620712
1763,5,1,1995,279753.34313351614,True,False,False,29,8815,12.541667151106443
2019,5,3,1957,297493.46671715326,True,False,False,67,10095,12.60315090452478
1928,2,3,1999,218383.61245947695,True,False,False,25,3856,12.294013064599136
2925,4,1,1987,292775.7707016576,True,False,False,37,11700,12.58716572288678
2304,2,1,2016,214218.3025957946,False,False,True,8,4608,12.274755547761993
2430,4,3,1976,376260.1156171492,False,True,False,48,9720,12.838038637777334
2879,4,1,1970,361526.25539826526,False,False,True,54,11516,12.798092713031448
2636,4,1,1978,286015.36618260195,True,False,False,46,10544,12.563804312579428
1793,5,3,1999,116107.7276492776,False,False,True,25,8965,11.662282338411648
1899,4,1,1995,229927.57241423117,False,True,False,29,7596,12.345523984952495
2381,2,1,2009,198162.97415762217,False,True,False,15,4762,12.196850119258977
1674,5,2,1993,150893.86706067846,False,False,True,31,8370,11.924338628674938
2008,4,1,2005,224865.5384161997,True,False,False,19,8032,12.32326234260136
2226,5,2,1989,245003.62033884693,True,False,False,35,11130,12.40903234787495
2635,5,1,1997,330467.2815004932,False,False,True,27,13175,12.708265962414162
1280,4,3,1973,80306.74312592534,False,True,False,51,5120,11.293621322757074
1915,4,3,2019,334576.5315034966,False,True,False,5,7660,12.720623914961877
2280,2,2,1995,275441.55313179473,False,False,True,29,4560,12.526134367254208
2117,5,1,1998,290811.31580850785,False,True,False,26,10585,12.58043337521825
1323,3,2,1955,251367.33030017317,False,False,True,69,3969,12.43467459385442
1790,5,1,1990,232153.9637861391,False,False,True,34,8950,12.355160375024948
2762,4,1,1964,286604.8895816567,False,False,True,60,11048,12.565863343996385
2385,3,1,2017,213232.9028291321,False,True,False,7,7155,12.27014497753003
2685,3,2,1996,288743.8452768699,False,False,True,28,8055,12.573298688803797
2374,4,2,1962,296047.5763553273,True,False,False,62,9496,12.598278829150276
2085,5,2,2021,263193.18327435805,False,True,False,3,10425,12.480647378167655
2664,3,3,1997,277144.6650564695,False,True,False,27,7992,12.532298513579928
1186,3,2,2007,132144.57232841745,True,False,False,17,3558,11.79165941457834
2603,5,1,1975,354440.7259385047,False,False,True,49,13015,12.778299227629422
1914,4,2,1982,187613.15411069343,True,False,False,42,7656,12.142142761059421
1541,5,3,1985,252569.15929648883,False,True,False,39,7705,12.439444347701956
1896,5,3,2003,271381.0497154808,True,False,False,21,9480,12.511282884606349
2327,2,3,2000,213286.0469092167,True,False,False,24,4654,12.27039417551382
2810,3,2,2010,379507.762862344,False,True,False,14,8430,12.8466329660976
1638,4,3,1992,258492.1449138738,False,False,True,32,6552,12.462624453870575
1435,4,3,1974,173934.2074859354,False,False,True,50,5740,12.066438138078968
1212,3,3,1978,246462.4086055109,False,False,True,46,3636,12.41496881765498
2429,3,3,2004,196522.1655991224,True,False,False,20,7287,12.188535594432526
1817,3,3,1999,220261.251138628,True,False,False,25,5451,12.302574166036397
1961,4,2,2010,184645.74563081237,False,True,False,14,7844,12.126199795596895
2157,5,3,1965,185288.04314827087,True,False,False,59,10785,12.129672280186655
1959,5,2,1957,251885.31368204253,False,True,False,67,9795,12.436733128518647
1916,4,1,1960,146532.80209556973,True,False,False,64,7664,11.895011411852728
1992,5,2,1955,206675.5362608791,True,False,False,69,9960,12.238910223313907
1914,2,2,1989,195271.07536085084,True,False,False,35,3828,12.182149123338307
2242,2,3,1981,281913.11870739225,False,True,False,43,4484,12.549357759946627
1420,4,3,2020,96725.21916342185,False,True,False,4,5680,11.479639783918556
1318,5,3,1985,96713.30093065668,True,False,False,39,6590,11.479516560172316
2180,2,2,1972,304698.1506836067,False,True,False,52,4360,12.627080177584313
1187,5,2,1996,204726.8344903373,False,False,True,28,5935,12.229436739397714
2499,3,3,1976,197798.05537676453,True,False,False,48,7497,12.195006922511036
1161,5,1,1975,146273.3786795758,True,False,False,49,5805,11.893239443028724
1128,2,1,2000,223615.9465966657,False,False,True,24,2256,12.31768980717949
1303,2,1,2004,180313.94760897665,False,True,False,20,2606,12.10246030985365
2112,4,1,2008,263200.2955191162,True,False,False,16,8448,12.480674400606278
2918,4,3,2003,311518.54106472794,True,False,False,21,11672,12.649217347392076
1916,3,3,1957,241248.50756885548,False,False,True,67,5748,12.393586978033783
2185,2,2,1988,251099.04082334516,True,False,False,36,4370,12.433606707723701
1921,4,1,1973,196785.9311683784,True,False,False,51,7684,12.189876854730526
2059,4,2,1969,259012.4694294904,True,False,False,55,8236,12.464635344848702
2250,4,3,2020,247476.9147029301,False,True,False,4,9000,12.41907662348582
1150,3,2,2012,152324.70365597014,True,False,False,12,3450,11.93377629454453
1592,3,2,2000,218979.9120348994,False,True,False,24,4776,12.296739845342021
1046,2,1,1999,170707.32182677454,True,False,False,25,2092,12.047711658776274
2739,3,1,2016,341875.8181945576,True,False,False,8,8217,12.74220577044642
1939,2,1,1992,184334.97211008845,True,False,False,32,3878,12.124515306978504
1659,2,1,2009,162537.87179012303,False,True,False,15,3318,11.998672463161677
1230,2,2,1997,33418.90089814205,False,False,True,27,2460,10.416906836799148
2562,4,3,1969,284254.89437514445,True,False,False,55,10248,12.557630147985801
2001,5,1,1987,317759.3672076584,True,False,False,37,10005,12.669052815451503
2724,4,3,1960,343656.6444625908,True,False,False,64,10896,12.747401221210211
1164,4,2,2014,58221.2540161574,False,False,True,10,4656,10.97202293204585
1723,3,2,1961,208807.52938527596,True,False,False,63,5169,12.24917298370264
1819,4,1,1985,266164.7008949761,True,False,False,39,7276,12.491874329515333
2610,2,2,1987,330711.9141022563,False,True,False,37,5220,12.709005949015575
2627,5,3,2003,342368.42652110074,False,True,False,21,13135,12.74364562756059
2597,3,1,1974,319240.92795983766,False,False,True,50,7791,12.673704489189344
2089,5,3,1971,195384.6927647297,False,True,False,53,10445,12.18273079566817
2943,3,1,1965,327746.7403674534,False,True,False,59,8829,12.699999507223701
2103,4,1,2017,329143.94290859904,True,False,False,7,8412,12.704253488684417
1139,4,2,1998,111967.98397640014,True,False,False,26,4556,11.625977183143235
1399,4,2,2006,207235.13276371363,False,False,True,18,5596,12.241614160089267
2955,4,3,1990,347036.1673730568,False,True,False,34,11820,12.757187163778244
1129,3,1,2013,36521.06717287353,False,True,False,11,3387,10.505671936964402
1984,3,3,1957,206279.09269795,True,False,False,67,5952,12.236990197544037
1765,2,1,2004,205331.7126525021,False,True,False,20,3530,12.232386931046722
1445,3,2,1991,168508.8555015124,False,False,True,33,4335,12.03474951668732
2855,3,2,2000,383558.0582611342,False,True,False,24,8565,12.857248886006323
1028,4,1,1962,100277.29549570274,False,True,False,62,4112,11.51570455467766
2225,2,3,1976,290244.66086072737,False,False,True,48,4450,12.578482949786814
2260,5,2,1989,286141.5581592395,True,False,False,35,11300,12.564245420716746
2622,3,1,1973,277749.6539787087,False,True,False,51,7866,12.534479062057912
2631,5,1,1979,294903.73245727253,False,False,True,45,13155,12.594407642342535
1798,4,1,1986,246863.96627318588,False,False,True,38,7192,12.41659677086752
2362,4,1,1991,242258.6896328347,False,True,False,33,9448,12.397765527437448
2422,5,3,1975,243221.2801609155,False,False,True,49,12110,12.401731037381744
2462,5,1,2021,284645.2485988126,True,False,False,3,12310,12.559002455296469
1288,2,3,1951,117358.66589266284,True,False,False,73,2576,11.67299856595411
2275,3,3,1991,244428.5185825583,False,True,False,33,6825,12.406682278783986
1976,3,3,1993,263983.01367056253,True,False,False,31,5928,12.483643826016797
2715,3,3,1961,301361.65206987434,True,False,False,63,8145,12.616069642665249
1099,3,2,1973,129056.61954181491,False,False,True,51,3297,11.76801424673438
2939,2,3,1970,334506.3060839775,False,False,True,54,5878,12.720414000117504
2608,4,3,1967,309800.2382901474,False,False,True,57,10432,12.643686204020014
1421,5,3,1993,240289.22572486417,True,False,False,31,7105,12.389602745595026
1642,4,1,1997,154462.7557461388,False,False,True,27,6568,11.947714757159371
1693,2,2,1994,188979.2096127688,True,False,False,30,3386,12.149397577515645
1705,3,3,2016,212267.61748692076,True,False,False,8,5115,12.26560781522402
1017,4,3,1976,97218.49268338506,False,False,True,48,4068,11.484726512352804
1470,3,2,1969,218721.5994325741,True,False,False,55,4410,12.2955595366374
2661,5,3,2005,362520.20358829154,False,True,False,19,13305,12.800838244223593
1722,4,1,1962,57378.24135060996,False,False,True,62,6888,10.95743786795283
2030,3,1,2020,262745.529423392,False,True,False,4,6090,12.478945079987422
1418,2,3,2018,157748.6344943155,True,False,False,6,2836,11.96876446340753
1379,5,1,1989,138012.99155923593,False,False,True,35,6895,11.83511034711032
1507,3,2,1956,279449.4934754705,True,False,False,68,4521,12.540580430577375
1113,3,2,1967,50610.519116739015,False,False,True,57,3339,10.831934479895546
1851,2,3,2004,162109.11152112775,False,False,True,20,3702,11.996031084070289
1510,5,1,1997,166888.8771440529,False,True,False,27,7550,12.025089455587935
2619,2,1,1972,310391.0912578885,True,False,False,52,5238,12.645591587771653
1850,5,3,2021,241289.4065629691,False,True,False,3,9250,12.39375649352054
2896,3,2,1959,300201.13708962424,False,True,False,65,8688,12.612211317042316
1975,3,3,1981,267578.3954720715,False,True,False,43,5925,12.49717160678323
1613,5,3,2007,265479.9386776041,False,True,False,17,8065,12.489298323028825
1468,3,3,2008,129031.81606204611,False,True,False,16,4404,11.767822039070525
1092,4,1,2001,98937.2191024101,True,False,False,23,4368,11.502250884846204
2515,3,2,2006,348494.075395742,True,False,False,18,7545,12.761379378224172
2851,5,1,1972,278623.0671305481,False,True,False,52,14255,12.537618722564298
2125,4,1,1971,256774.40847926727,True,False,False,53,8500,12.45595708483896
1492,5,1,1991,106052.0574350768,False,False,True,33,7460,11.57169478970527
1762,4,3,1983,273294.5233047541,True,False,False,41,7048,12.518308991631086
2559,4,1,1990,310036.5755395263,False,False,True,34,10236,12.644448780533645
2508,2,2,1994,230128.75348189735,True,False,False,30,5016,12.346398574408509
1988,2,3,1962,231567.7109817945,False,True,False,62,3976,12.352631916166471
1478,4,2,1985,113215.55895226193,False,False,True,39,5912,11.637057714550284
1876,4,3,1979,181559.92625171057,True,False,False,45,7504,12.10934655818611
1166,4,1,1970,51928.67905413271,True,False,False,54,4664,10.857645756463647
1139,2,1,1953,88248.49028699042,False,True,False,71,2278,11.387923198994052
1093,2,3,2003,162886.74530094792,True,False,False,21,2186,12.000816563405204
2204,2,2,1959,262536.91608669586,True,False,False,65,4408,12.478150792818072
